CountryCode,Country,SeriesCode,Series,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
792,Turkey,763,"Antenatal care coverage, at least four visits, percentage", , , ,35.9, , , , ,42, , , , ,53.9, , , , ,73.7, , , , , , ,
795,Turkmenistan,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , ,61.8, , , , , ,48, , , , , , , , ,
795,Turkmenistan,761,"Adolescent birth rate, per 1,000 women",24,26, , , , , , ,29, , , , ,22.2,19.8,20.6,21, , , , , , , , ,
795,Turkmenistan,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , ,98.1, , , , , , , , , , , , , , ,
795,Turkmenistan,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , ,82.8, , , , , , , , , , , , , , ,
796,Turks and Caicos Islands,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , , , , , , , , , , , , ,
796,Turks and Caicos Islands,761,"Adolescent birth rate, per 1,000 women", , , , , , , , , , , ,33.6,17.2,25.1,29,28.9, , , , , , , , , ,
796,Turks and Caicos Islands,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
796,Turks and Caicos Islands,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
798,Tuvalu,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , , , , ,30.5, , , , , , , ,
798,Tuvalu,761,"Adolescent birth rate, per 1,000 women", ,41.3,31.6,25.5,41.5,19,18.5,36.1,42,42.3,48.9,43.7,24.9,43.7, ,27.5, ,42, , , , , , , ,
798,Tuvalu,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , ,97.4, , , , , , , ,
798,Tuvalu,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , ,67.3, , , , , , , ,
800,Uganda,730,"Percentage contraceptive use for married women ages 15-49", , , , , ,14.8, , , , , ,22.8, , , ,19.7,23.7, , , , ,30, , ,27.2,
800,Uganda,761,"Adolescent birth rate, per 1,000 women", ,152,198, , , , , ,190, , , ,204, ,159, , , , ,146, , , ,140, ,
800,Uganda,762,"Antenatal care coverage, at least one visit, percentage", , , , , ,91.2, , , , , ,92.4, , , , ,93.5, , , , ,93.3, , , ,
800,Uganda,763,"Antenatal care coverage, at least four visits, percentage", , , , , ,47.2, , , , , ,41.9, , , , ,47.2, , , , ,47.6, , , ,
804,Ukraine,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , ,67.5,71.6, , , , ,65.6, ,66.7, , , , ,65.4, , ,
804,Ukraine,761,"Adolescent birth rate, per 1,000 women",58.6,59.8,59.6,57.1,55.1,53.3,49.3,46.2,40.1,35,32.1,29.6,30,29.6,29.9,29,29,29.5,32,31.2,28.8,27.9,28.6,27.2, ,
804,Ukraine,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , ,98.8, ,98.5, , , , ,98.6, , ,
804,Ukraine,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , ,74.8, , , , ,87.2, , ,
784,United Arab Emirates,730,"Percentage contraceptive use for married women ages 15-49", , , , , ,27.5, , , , , , , , , , , , , , , , , , , ,
784,United Arab Emirates,761,"Adolescent birth rate, per 1,000 women", , , , , , , , , ,23.5,24.4,23.4, , , , ,33.1,33.9,32.3,34.2, , , , , ,
784,United Arab Emirates,762,"Antenatal care coverage, at least one visit, percentage", , , , , ,96.8, , , , , , , , , , , ,100, , , , , , , ,
784,United Arab Emirates,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
826,United Kingdom,730,"Percentage contraceptive use for married women ages 15-49", ,70, ,82, ,82, , ,74,82,76,80,83,84,84,82,82,84,82,84, , , , , ,
826,United Kingdom,761,"Adolescent birth rate, per 1,000 women",33,32.2,30.5,29.4,27.9,28,29.8,30.6,31.3,30.9,28.9,27.2,26.1, ,26.3, , , ,26.1,25.4, ,22,20.5, , ,
826,United Kingdom,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
826,United Kingdom,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
834,United Republic of Tanzania,730,"Percentage contraceptive use for married women ages 15-49", , ,10.4, ,20.4, ,18.4, , ,25.4, , , , ,28.2,26.4, , , , ,34.4, , , , ,
834,United Republic of Tanzania,761,"Adolescent birth rate, per 1,000 women",144, , , ,130, , ,137, , , , ,139, , , , ,128, , , , , , , ,
834,United Republic of Tanzania,762,"Antenatal care coverage, at least one visit, percentage", , ,62.2, , , ,49.5, , ,48.8, , , , , ,78.2, , ,75.8, ,87.8, , , , ,
834,United Republic of Tanzania,763,"Antenatal care coverage, at least four visits, percentage", , ,69.5, , , ,69.5, , ,69.9, , , , , ,61.5, , , , ,42.8, , , , ,
840,United States,730,"Percentage contraceptive use for married women ages 15-49",70.7, , , , ,76.4, , , , , , ,72.8, , , , , ,77.1, ,76.4, , , , ,
840,United States,761,"Adolescent birth rate, per 1,000 women", ,59.1, ,56.7,56.7,55.2,53.4,51.5,50.6,48.7,47.2,44.2,41.6,40.2,39.9,39.5,41.3,41.9,40.7,39.1,34.2,30.6,28.5,26.6, ,
840,United States,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
840,United States,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , ,96.6, , , ,
850,United States Virgin Islands,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , ,78.4, , , , , , , , , , , , ,
850,United States Virgin Islands,761,"Adolescent birth rate, per 1,000 women",73.6,77.9,82.5,92.1,89.2,81,71.8,86.1,77.8,67.3,61.1,59.4,56.7, , ,53.8,54.6,58.8, , , , , , , ,
850,United States Virgin Islands,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
850,United States Virgin Islands,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
858,Uruguay,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , ,77, , , , , , , , , , ,
858,Uruguay,761,"Adolescent birth rate, per 1,000 women", , , ,64.6, , ,72.4,73.2,61.3,69.6,66.9,68.4,67.2,62,60.3,61.5,62,59.6, , ,60, , , , ,
858,Uruguay,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , ,94, , , , , , , ,97.1, ,96.2, , , , , ,97.2, ,
858,Uruguay,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , ,90, , , , , ,76.8, ,
860,Uzbekistan,730,"Percentage contraceptive use for married women ages 15-49", , , , , , ,55.6, , , ,67.2, ,67.7, , , ,64.9, , , , , , , , ,
860,Uzbekistan,761,"Adolescent birth rate, per 1,000 women",44, , ,66,62.6,57.1,54.6,47.6, ,26.3,21.2, , , , , ,25.5, , , , , , , , ,
860,Uzbekistan,762,"Antenatal care coverage, at least one visit, percentage", , , , , , ,94.9, , , ,97.2, , , , , ,99, , , , , , , , ,
860,Uzbekistan,763,"Antenatal care coverage, at least four visits, percentage", , , , , , ,78.5, , , , , , , , , , , , , , , , , , ,
548,Vanuatu,730,"Percentage contraceptive use for married women ages 15-49", , , , , ,39, , , , , , , , , , , ,38.4, , , , , ,49, ,
548,Vanuatu,761,"Adolescent birth rate, per 1,000 women", , , , , , , , , ,92, , , , , , , , , ,66, ,78, , , ,
548,Vanuatu,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , ,84.3, , , , , ,75.6, ,
548,Vanuatu,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , ,51.8, ,
862,Venezuela,730,"Percentage contraceptive use for married women ages 15-49", , , ,58, , , , ,70.3, , , , , , , , , , , , , , , , ,
862,Venezuela,761,"Adolescent birth rate, per 1,000 women",104.6,105.8,98.3,91.6,95.1,88.4,84.1,70.3,84.9,92.6,91.7,86.4,80.2,92.1,91.7,108.9,106.3,100.7, ,98.6,98.1,101.2, , , ,
862,Venezuela,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , ,94.1, , , , , , , , , , , , , , ,
862,Venezuela,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , ,61, , ,
704,Viet Nam,730,"Percentage contraceptive use for married women ages 15-49", , , , ,65, , ,75.3,71.9, ,74.2,73.9,78.5,75.3,75.7,76.8,75.7,79,79.4, ,78,77.8,76.3,77.3,75.7,
704,Viet Nam,761,"Adolescent birth rate, per 1,000 women", ,38, ,38.6, ,36, , , ,29,25,24,23,32,31,30,28,35, ,35,38, ,45,36, ,
704,Viet Nam,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , ,70.6, , ,68.3, ,86.4, , , ,90.8, , , , ,93.7, , ,95.8,
704,Viet Nam,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , ,15.2, , , , ,29.3, , , , , , , , ,59.6, , ,73.7,
876,Wallis and Futuna Islands,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , , , , , , , , , , , , ,
876,Wallis and Futuna Islands,761,"Adolescent birth rate, per 1,000 women", , , , , , ,18.3,12.4,14,18,18.2,10.8,8.4,11,14.7,13,9.4,17.9,12.5, ,12.8, , , , ,
876,Wallis and Futuna Islands,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
876,Wallis and Futuna Islands,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
887,Yemen,730,"Percentage contraceptive use for married women ages 15-49", , ,9.7, , , , ,20.8, , , , , ,23.1, , ,27.7, , , , , , ,33.5, ,
887,Yemen,761,"Adolescent birth rate, per 1,000 women",102, , , ,66,110, , , , , , ,83, ,52,80, , , , , , ,67, , ,
887,Yemen,762,"Antenatal care coverage, at least one visit, percentage", , ,25.8, , , , ,34.3, , , , , ,41.4, , ,47, , , , , , ,59.8, ,
887,Yemen,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , ,11.4, , , , , ,13.9, , , , , , , , , , , ,
894,Zambia,730,"Percentage contraceptive use for married women ages 15-49", , ,15.2, , , , ,25.9, ,22, , ,34.2, , , , ,40.8, , , , , , ,49,
894,Zambia,761,"Adolescent birth rate, per 1,000 women",156, , , ,156, , , , ,161, , , , , ,151, , , , , , ,145, , ,
894,Zambia,762,"Antenatal care coverage, at least one visit, percentage", , ,92.4, , , ,95.6, , ,83.1, , ,93.4, , , , ,93.7, , , , , , ,95.7,
894,Zambia,763,"Antenatal care coverage, at least four visits, percentage", , ,68.5, , , ,71.3, , , , , ,71.6, , , , ,60.3, , , , , , ,55.5,
716,Zimbabwe,730,"Percentage contraceptive use for married women ages 15-49", , , , ,48.1, , , , ,53.5, , , , , , ,60.2, , , , ,58.5, , ,66.9,
716,Zimbabwe,761,"Adolescent birth rate, per 1,000 women", , ,105, , , , ,108, , , , ,102.6,101, , , , ,112, , , , ,120, ,
716,Zimbabwe,762,"Antenatal care coverage, at least one visit, percentage", , , , ,93.1, , ,88.1, ,93.1, , , , , , ,94.2, , ,88.4, ,89.8, , ,93.7,
716,Zimbabwe,763,"Antenatal care coverage, at least four visits, percentage", , , , ,74, , , , ,64.3, , , , , , ,71.1, , ,56.8, ,64.8, , ,70.1,
4,Afghanistan,611,Gender Parity Index in primary level enrolment,0.55,0.55,,0.34,0.49,0.49,,,,0.08,0,0,0.45,0.55,0.43,0.58,0.62,0.61,0.64,0.66,0.68,0.71,0.72,0.7,,
8,Albania,611,Gender Parity Index in primary level enrolment,0.97,0.98,0.99,1.01,0.98,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.96,0.96, , , , , , , , , , ,,
12,Algeria,611,Gender Parity Index in primary level enrolment,0.84,0.85,0.86,0.86,0.87,0.88,0.89,0.9,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.94,0.94,0.94,0.94,0.94,0.94,0.95,,
16,American Samoa,611,Gender Parity Index in primary level enrolment,1.01,1.02,1.02,,,,,,,,,,,,,,,,,,,,,,,
20,Andorra,611,Gender Parity Index in primary level enrolment,,,,,,,,,,,,, , , , , , , , , , , , ,,
24,Angola,611,Gender Parity Index in primary level enrolment,0.92,0.91,0.86,,,,,,0.82,,, ,, , ,,, ,0.86,0.85,0.81,0.64,,,,
660,Anguilla,611,Gender Parity Index in primary level enrolment,,,, ,,,,,,, , ,, , , ,,,,,,,,,,
28,Antigua and Barbuda,611,Gender Parity Index in primary level enrolment,,,0.92,,,,,,,, ,,,,,,,0.97,0.96,0.96,0.92,0.92,0.93,,,
32,Argentina,611,Gender Parity Index in primary level enrolment,0.99,0.99,,,,,0.99,1,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.98,0.99,0.99,,,
51,Armenia,611,Gender Parity Index in primary level enrolment,,1.05,1.03,1.03,1.04,1.02,1.02,1.05,,1.08,1,1.02,1.02,1.03,1.06,1.08,1.1,1.1,1.1,1.14, , , , ,,
533,Aruba,611,Gender Parity Index in primary level enrolment,,,,,,,,,,0.98,0.97,0.97,0.95,0.93,0.92,0.94,0.96,0.96,0.96,0.97,0.99,0.97,1.03,,,
36,Australia,611,Gender Parity Index in primary level enrolment,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,,
40,Austria,611,Gender Parity Index in primary level enrolment,1,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.98,0.98,0.99,0.99,0.99,1,1,,
31,Azerbaijan,611,Gender Parity Index in primary level enrolment,,0.99,1,0.99,0.96,1.14,1.1,0.99,0.99,1,0.98,0.98,0.98,0.94,0.96,0.95,0.94,1,0.99,0.99,0.99,0.98,0.98,,,
44,Bahamas,611,Gender Parity Index in primary level enrolment,,,1.01,1.02,,1,1.04,1,1,0.97,,,1,,0.99,0.99,0.99,0.99,1,1.03,1.02,,,,,
48,Bahrain,611,Gender Parity Index in primary level enrolment,1.03,1.01,1.01,1.02,1.02,1.01,1,0.99,0.98,0.97, , , , , , , ,, , , , , , ,,
50,Bangladesh,611,Gender Parity Index in primary level enrolment,0.84,,,,,,,,, ,,,, ,,1.05,1.06,1.08,1.07,1.05,1.07,1.06,, ,,
52,Barbados,611,Gender Parity Index in primary level enrolment,0.98,,1.01,,,,,,,1.04,1.05,1.06,1.07,1.06,1.06,1.07,1.05,1.07,1.05,1.04,1.02,0.99,,,,
112,Belarus,611,Gender Parity Index in primary level enrolment,,,,0.99,0.99,0.96,0.96,0.95,0.96,0.98,0.99,0.99,0.99,0.99,0.97,0.97,0.98,0.98,1,0.99,1,1,1,1,,
56,Belgium,611,Gender Parity Index in primary level enrolment,1.01,1.01,1.01,0.99,0.99,0.99,0.99,,,0.99,0.99,0.99,0.99,0.99,1,1,0.99,1,1,1,1,1,0.99,1,,
84,Belize,611,Gender Parity Index in primary level enrolment,,0.96,0.95,0.95,0.95,0.96,0.95,0.96,,0.96,0.95,0.96,0.96,0.97,0.97,0.96,0.97,0.98,0.97,0.97,0.97,0.97,0.97,0.96,,
204,Benin,611,Gender Parity Index in primary level enrolment,0.5,0.49,0.5,0.51,0.54,0.55,0.57,0.59,0.62,0.64,0.67,0.68,0.7,0.72,0.75,0.77,0.8,,0.84,0.86,0.88,0.88,0.89,0.9,,
60,Bermuda,611,Gender Parity Index in primary level enrolment,,,,,,1,,1,,,,1.01,1.04,1.04,1.06,1.05,1.07,,,,1,0.98,0.97,0.97,,
64,Bhutan,611,Gender Parity Index in primary level enrolment,,0.6,0.75,0.76,0.77,0.78,0.8,0.82,0.83,0.85,0.87,0.89,0.91,0.94,0.97,0.97,0.99,0.99,1.01,1.02,1.02,1.02,1.02,1.01,,
68,Bolivia,611,Gender Parity Index in primary level enrolment,0.93,0.94,0.94,0.96,0.96,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,1,,1,1,0.99,0.99,0.99,0.98,0.98,0.97,,
70,Bosnia and Herzegovina,611,Gender Parity Index in primary level enrolment,,,,,,,,,,,,,,,,,, , , , , , , ,,
72,Botswana,611,Gender Parity Index in primary level enrolment,1.07,1.07,1.05,1.04,1.03,1.01,1.01,1.01,1,1,1,1,0.99,0.99,0.98,0.99,0.98,0.97,0.97,0.97,,,0.97,,,
76,Brazil,611,Gender Parity Index in primary level enrolment, , , , , ,,, ,, , , , , , , ,, , , , , , , ,,
92,British Virgin Islands,611,Gender Parity Index in primary level enrolment,,,,,,,,,,,,,,,,,,,,, ,,,,,
96,Brunei Darussalam,611,Gender Parity Index in primary level enrolment,,0.94,0.95,0.97,0.97,0.97,0.98,0.97,0.97,0.95,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.98,0.99,,
100,Bulgaria,611,Gender Parity Index in primary level enrolment,0.98,0.98,0.98,0.98,1,0.99,0.98,0.98,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,1,1,1,1,0.99,0.99,,
854,Burkina Faso,611,Gender Parity Index in primary level enrolment,0.63,0.64,0.65,0.65,0.66,0.66,0.67,,0.69,0.7,0.71,0.72,0.74,0.75,0.78,0.8,0.82,0.84,0.87,0.89,0.91,0.93,0.95,0.97,,
108,Burundi,611,Gender Parity Index in primary level enrolment,0.8,0.84,0.82,0.82,,0.8,0.85,0.84,0.81,0.78,0.79,0.79,0.77,0.79,0.82,0.84,0.89,0.91,0.93,0.95,0.97,0.98,0.99,1.01,,
116,Cambodia,611,Gender Parity Index in primary level enrolment,,,,,0.84,0.82,,0.83,0.84,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.94,0.94,0.94,0.96,0.95,0.95,0.93,,
120,Cameroon,611,Gender Parity Index in primary level enrolment,0.86,0.86,0.92,,0.9,0.9,0.86,0.87,0.83,0.82,0.85,0.87,0.86,0.85,0.86,0.84,0.84,0.86,0.86,0.87,0.86,0.87,0.88,,0.89,
124,Canada,611,Gender Parity Index in primary level enrolment,0.99,0.98,0.99,0.99,0.99,0.99,0.99,,1,1,1,,,,0.99,0.99,0.99,1,1,1,1,1.01,1.01,,,
132,Cape Verde,611,Gender Parity Index in primary level enrolment,0.97,0.99,,,0.97,,,,0.96,0.95,0.96,0.96,0.96,0.95,0.95,0.95,0.95,0.94,0.94,0.93,0.93,0.92,0.91,0.92,,
136,Cayman Islands,611,Gender Parity Index in primary level enrolment,,,,,,,,,, , , , ,, , , , , ,,, , , ,,
140,Central African Republic,611,Gender Parity Index in primary level enrolment,0.63,0.64,0.66,,,,,,,,,0.68,0.67,0.69,0.66,0.69,0.69,0.7,0.7,0.71,0.71,0.73,0.74,,,
148,Chad,611,Gender Parity Index in primary level enrolment,0.44,0.46,0.48,0.48,0.48,0.49,0.5,0.53,0.55,0.59,0.61,0.64,0.65,0.67,0.66,0.68,0.68,0.7,0.71,0.71,0.74,0.75,0.76,0.77,,
830,Channel Islands,611,Gender Parity Index in primary level enrolment,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Chile,611,Gender Parity Index in primary level enrolment,0.98,0.98,0.98,0.98,,,0.97,0.97,0.97,0.97,0.98,,0.98,0.97,0.95,0.96,0.95,0.95,0.95,0.95,0.97,0.97,0.97,0.97,,
156,China,611,Gender Parity Index in primary level enrolment,0.9,0.91,0.93,0.93,0.94,0.96,0.97,0.98,0.99, , ,1.01,1.01,1.01, , ,1,1,1,1,1,1,1,1.01,,
344,"China, Hong Kong Special Administrative Region",611,Gender Parity Index in primary level enrolment,,,,,,1,0.99,,0.98,0.97, , , , , , , , ,0.98,0.98,0.98,0.98,0.98,0.98,,
446,"China, Macao Special Administrative Region",611,Gender Parity Index in primary level enrolment,0.95,0.96,0.96,0.96,,,,,,0.99, , , , , , , , , , , , , , ,,
170,Colombia,611,Gender Parity Index in primary level enrolment,1.15,1.02,1.06,1.02,0.99,0.99,1,,0.97,1,1,0.99,0.99,,0.99,0.98,0.98,0.99,0.99,1,0.98, , , ,,
174,Comoros,611,Gender Parity Index in primary level enrolment,0.7,0.73,0.84,0.87,0.82,,,,0.85,0.85,0.85,,0.82,0.82,0.88,,,0.9,0.92,,,0.85,,0.94,,
178,Congo,611,Gender Parity Index in primary level enrolment,0.94,0.92,0.94,0.94,0.94,0.85,0.94,0.9,0.9,0.96,0.92,0.94,0.94,0.94,0.94,0.93,0.91,0.93,0.93,0.93,0.95,0.94,1.07,,,
184,Cook Islands,611,Gender Parity Index in primary level enrolment,,,,,,,,,1,0.95,1.01,0.96,0.96,0.97,,1.03,,0.95,,1.01,0.99,0.97,0.95,0.98,,
188,Costa Rica,611,Gender Parity Index in primary level enrolment,0.99,0.99,0.99,0.99,1,1,1,0.99,0.99,0.99,0.98,0.99,0.98,,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,
384,Cote d'Ivoire,611,Gender Parity Index in primary level enrolment,0.71,0.71,0.71,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.75,0.77,0.74,0.8,,,0.8,0.8,0.8,0.82,,0.84,0.85,0.87,,
191,Croatia,611,Gender Parity Index in primary level enrolment,,,,1,1,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,,1,0.99,1,1,1,1,0.99,1,,,
192,Cuba,611,Gender Parity Index in primary level enrolment,0.96,0.97,0.99,0.99,1,1,0.97,0.97,0.96,0.97,0.96,0.96,0.96,0.96,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,,
